right_eye_right_corner_x,right_eye_right_corner_y,right_eye_center_x,right_eye_center_y,right_eye_left_corner_x,right_eye_left_corner_y,left_eye_right_corner_x,left_eye_right_corner_y,left_eye_center_x,left_eye_center_y,left_eye_left_corner_x,left_eye_left_corner_y,filename
145,337,256,285,357,292,617,297,743,290,812,335,2022-09-28 14_17_32.120271-40321.jpg
172,311,261,270,356,303,633,309,705,281,800,340,2022-09-28 14_17_32.126423-40322.jpg
161,321,253,271,360,303,631,301,726,275,803,341,2022-09-28 14_17_32.133749-40323.jpg
144,330,254,309,360,303,626,303,722,281,797,343,2022-09-28 14_17_32.140755-40324.jpg
152,307,242,268,331,291,627,306,731,278,803,336,2022-09-28 14_17_32.146764-40325.jpg
161,314,248,275,352,292,617,309,711,285,800,337,2022-09-28 14_17_32.153008-40326.jpg
170,313,254,274,349,299,609,295,709,283,802,326,2022-09-28 14_17_32.158239-40327.jpg
163,305,251,285,357,286,613,293,722,295,809,332,2022-09-28 14_17_32.164112-40328.jpg
166,315,256,274,357,289,610,300,712,279,804,340,2022-09-28 14_17_32.169122-40329.jpg
161,329,251,276,361,288,608,293,707,277,804,340,2022-09-28 14_17_32.174076-40330.jpg
159,322,250,276,342,287,625,290,713,275,792,328,2022-09-28 14_17_32.180105-40331.jpg
160,317,247,273,354,297,605,285,730,284,792,334,2022-09-28 14_17_32.188039-40332.jpg
157,302,255,273,356,302,616,299,729,272,799,334,2022-09-28 14_17_32.196048-40333.jpg
156,314,252,275,354,291,621,303,718,267,803,332,2022-09-28 14_17_32.203542-40334.jpg
159,319,248,279,341,297,612,291,718,287,799,336,2022-09-28 14_17_32.209590-40335.jpg
162,317,254,276,350,295,623,300,724,280,804,339,2022-09-28 14_17_32.216027-40336.jpg
147,330,250,280,350,300,625,300,731,289,805,331,2022-09-28 14_17_32.224480-40337.jpg
150,318,259,272,336,293,622,299,727,293,802,333,2022-09-28 14_17_32.231310-40338.jpg
155,318,252,270,355,296,611,300,724,295,801,335,2022-09-28 14_17_32.239599-40339.jpg
157,320,248,284,368,296,607,297,716,284,803,339,2022-09-28 14_17_32.246767-40340.jpg
148,316,251,279,350,293,607,298,706,290,810,338,2022-09-28 14_17_32.254376-40341.jpg
165,313,253,283,344,287,641,301,725,291,802,328,2022-09-28 14_17_32.261126-40342.jpg
164,311,263,284,355,291,628,302,711,283,802,333,2022-09-28 14_17_32.268986-40343.jpg
178,319,265,270,355,291,632,300,720,285,804,330,2022-09-28 14_17_32.278729-40344.jpg
180,310,258,263,358,285,615,305,717,286,802,337,2022-09-28 14_17_32.285286-40345.jpg
176,314,268,268,357,289,621,308,713,282,806,340,2022-09-28 14_17_32.291004-40346.jpg
174,322,261,270,357,294,632,308,716,282,803,337,2022-09-28 14_17_32.298842-40347.jpg
177,323,270,270,359,295,620,306,713,286,804,339,2022-09-28 14_17_32.307161-40348.jpg
176,320,268,266,353,300,634,303,714,290,804,337,2022-09-28 14_17_32.314551-40349.jpg
169,318,266,265,365,295,633,305,716,286,807,337,2022-09-28 14_17_32.322473-40350.jpg
174,326,268,272,368,300,625,310,718,288,806,333,2022-09-28 14_17_32.329806-40351.jpg
175,314,264,267,367,295,626,305,718,290,803,339,2022-09-28 14_17_32.338870-40352.jpg
174,320,269,268,374,300,634,309,719,287,802,335,2022-09-28 14_17_32.346857-40353.jpg
184,314,263,273,352,297,636,308,716,284,810,338,2022-09-28 14_17_32.356060-40354.jpg
175,317,267,279,359,303,631,316,720,289,804,338,2022-09-28 14_17_32.363409-40355.jpg
178,320,269,273,347,300,639,314,715,292,796,334,2022-09-28 14_17_32.370718-40356.jpg
175,329,270,275,352,301,638,315,715,292,800,346,2022-09-28 14_17_32.378020-40357.jpg
179,322,267,271,350,307,632,314,717,294,795,339,2022-09-28 14_17_32.386483-40358.jpg
185,314,271,271,353,298,625,312,722,292,806,344,2022-09-28 14_17_32.393841-40359.jpg
180,324,270,282,362,304,637,312,722,281,802,336,2022-09-28 14_17_32.402925-40360.jpg
168,329,272,278,354,298,641,314,717,297,806,343,2022-09-28 14_17_32.409720-40361.jpg
180,315,268,272,361,306,640,310,717,299,798,348,2022-09-28 14_17_32.417522-40362.jpg
168,336,267,275,348,305,642,314,726,293,802,354,2022-09-28 14_17_32.424396-40363.jpg
179,328,268,269,343,307,651,305,721,295,799,345,2022-09-28 14_17_32.430870-40364.jpg
167,335,267,283,343,311,644,313,721,301,802,348,2022-09-28 14_17_32.438259-40365.jpg
170,321,269,274,347,305,640,309,721,290,807,350,2022-09-28 14_17_32.445328-40366.jpg
175,323,271,277,354,303,634,315,725,297,799,340,2022-09-28 14_17_32.452662-40367.jpg
185,319,267,276,348,298,630,313,718,300,801,347,2022-09-28 14_17_32.458859-40368.jpg
176,327,273,281,356,304,629,312,720,293,801,348,2022-09-28 14_17_32.464873-40369.jpg
173,325,272,279,355,311,626,310,733,295,801,347,2022-09-28 14_17_32.470333-40370.jpg
174,319,268,278,340,299,640,315,720,301,799,338,2022-09-28 14_17_32.478188-40371.jpg
178,325,275,284,349,300,629,307,714,298,807,362,2022-09-28 14_17_32.484649-40372.jpg
171,322,268,272,349,297,636,314,726,298,799,348,2022-09-28 14_17_32.489220-40373.jpg
174,320,264,267,359,303,637,308,720,295,796,335,2022-09-28 14_17_32.496150-40374.jpg
176,318,267,282,339,301,642,318,726,295,801,350,2022-09-28 14_17_32.504009-40375.jpg
182,322,268,277,348,296,631,306,722,295,791,343,2022-09-28 14_17_32.510875-40376.jpg
174,324,263,278,343,296,640,303,724,297,800,345,2022-09-28 14_17_32.517925-40377.jpg
171,334,268,271,361,303,628,311,716,290,805,342,2022-09-28 14_17_32.524204-40378.jpg
171,329,266,276,347,310,614,307,727,302,802,345,2022-09-28 14_17_32.529051-40379.jpg
176,328,273,280,358,306,636,317,721,299,800,358,2022-09-28 14_17_32.535090-40380.jpg
171,339,268,283,347,302,614,311,711,300,796,340,2022-09-28 14_17_32.540104-40381.jpg
177,325,267,279,355,296,629,312,719,304,802,351,2022-09-28 14_17_32.545721-40382.jpg
176,327,269,273,352,297,637,313,722,295,808,346,2022-09-28 14_17_32.551757-40383.jpg
164,334,263,275,360,304,633,307,724,295,814,353,2022-09-28 14_17_32.557097-40384.jpg
174,330,266,278,342,304,638,314,731,297,805,347,2022-09-28 14_17_32.562072-40385.jpg
173,327,269,281,360,302,626,316,722,289,794,341,2022-09-28 14_17_32.567638-40386.jpg
178,318,270,279,354,297,636,310,719,297,801,336,2022-09-28 14_17_32.572103-40387.jpg
174,318,266,281,348,303,642,312,722,288,804,345,2022-09-28 14_17_32.577332-40388.jpg
183,321,265,276,341,300,620,303,714,300,809,347,2022-09-28 14_17_32.582721-40389.jpg
177,318,256,275,364,307,640,303,716,297,793,344,2022-09-28 14_17_32.588438-40390.jpg
173,331,264,278,359,302,619,308,722,295,802,348,2022-09-28 14_17_32.593463-40391.jpg
166,343,270,276,349,304,625,310,715,293,807,355,2022-09-28 14_17_32.598724-40392.jpg
177,320,277,277,346,301,620,309,721,293,804,351,2022-09-28 14_17_32.603967-40393.jpg
175,328,266,282,342,302,631,317,721,284,806,349,2022-09-28 14_17_32.610252-40394.jpg
180,329,274,277,348,301,635,307,716,296,804,351,2022-09-28 14_17_32.616054-40395.jpg
177,324,271,277,348,300,622,306,714,294,798,347,2022-09-28 14_17_32.620907-40396.jpg
168,337,259,275,358,303,635,314,728,295,798,353,2022-09-28 14_17_32.626234-40397.jpg
151,318,247,277,341,291,624,300,715,282,792,338,2022-09-28 14_17_32.631985-40398.jpg
153,318,245,278,346,302,619,307,716,285,795,331,2022-09-28 14_17_32.637356-40399.jpg
158,322,258,273,351,300,621,300,719,276,793,332,2022-09-28 14_17_32.643017-40400.jpg
167,320,254,277,352,294,615,299,712,279,811,352,2022-09-28 14_17_32.648617-40401.jpg
163,318,302,279,352,299,615,300,721,278,790,336,2022-09-28 14_17_32.654709-40402.jpg
158,321,250,266,337,289,626,297,718,277,798,342,2022-09-28 14_17_32.659985-40403.jpg
165,320,262,278,348,296,613,303,710,276,807,334,2022-09-28 14_17_32.664892-40404.jpg
155,328,254,274,347,294,617,304,718,279,813,340,2022-09-28 14_17_32.669988-40405.jpg
156,325,254,266,346,292,621,303,718,277,800,338,2022-09-28 14_17_32.675576-40406.jpg
151,322,265,274,349,294,611,298,716,273,820,348,2022-09-28 14_17_32.681040-40407.jpg
153,318,259,273,347,293,603,308,716,269,794,330,2022-09-28 14_17_32.685756-40408.jpg
157,326,264,271,359,297,609,300,722,280,802,339,2022-09-28 14_17_32.690627-40409.jpg
159,320,257,278,341,299,623,297,716,302,802,332,2022-09-28 14_17_32.695811-40410.jpg
159,315,264,264,333,297,632,299,712,281,796,332,2022-09-28 14_17_32.702346-40411.jpg
165,313,253,274,336,295,616,300,717,284,793,340,2022-09-28 14_17_32.708514-40412.jpg
154,325,255,272,337,291,628,299,723,286,807,333,2022-09-28 14_17_32.713411-40413.jpg
160,321,261,273,355,297,621,295,724,286,794,335,2022-09-28 14_17_32.720101-40414.jpg
158,322,250,273,335,293,634,305,717,283,791,330,2022-09-28 14_17_32.725327-40415.jpg
163,307,401,309,345,290,618,292,725,293,791,321,2022-09-28 14_17_32.730358-40416.jpg
166,318,258,282,333,294,631,294,718,288,794,330,2022-09-28 14_17_32.737576-40417.jpg
160,319,247,282,340,295,629,299,717,275,800,342,2022-09-28 14_17_32.743717-40418.jpg
161,316,246,269,334,297,624,297,716,276,796,334,2022-09-28 14_17_32.749861-40419.jpg
154,319,262,269,345,293,629,291,722,282,796,329,2022-09-28 14_17_32.755598-40420.jpg
162,322,252,263,342,293,625,298,722,285,802,341,2022-09-28 14_17_32.760537-40421.jpg
162,315,254,276,340,288,628,293,725,284,792,332,2022-09-28 14_17_32.765912-40422.jpg
152,319,257,280,329,293,634,302,716,286,799,331,2022-09-28 14_17_32.771827-40423.jpg
156,311,252,277,325,294,623,306,718,274,792,330,2022-09-28 14_17_32.776993-40424.jpg
151,320,255,274,332,289,620,300,717,279,798,331,2022-09-28 14_17_32.782747-40425.jpg
167,314,256,272,331,293,630,297,721,285,801,334,2022-09-28 14_17_32.788049-40426.jpg
161,326,244,276,332,294,638,295,732,276,808,338,2022-09-28 14_17_32.792970-40427.jpg
155,326,253,271,349,295,630,295,720,283,802,342,2022-09-28 14_17_32.798439-40428.jpg
153,317,249,274,339,295,612,303,712,284,798,330,2022-09-28 14_17_32.804188-40429.jpg
159,317,247,275,356,298,617,302,710,291,800,334,2022-09-28 14_17_32.809491-40430.jpg
152,326,255,267,348,298,619,301,711,290,797,337,2022-09-28 14_17_32.816071-40431.jpg
162,313,256,276,331,286,637,297,726,282,792,328,2022-09-28 14_17_32.821859-40432.jpg
167,322,257,285,717,293,768,311,806,337,823,351,2022-09-28 14_17_32.827310-40433.jpg
161,320,264,275,333,299,610,301,728,278,797,330,2022-09-28 14_17_32.832735-40434.jpg
157,320,266,274,342,293,629,299,714,288,804,334,2022-09-28 14_17_32.837325-40435.jpg
159,315,260,270,359,297,621,299,711,290,792,328,2022-09-28 14_17_32.842472-40436.jpg
167,319,257,272,347,296,624,302,709,272,811,330,2022-09-28 14_17_32.847330-40437.jpg
159,315,251,276,513,308,606,298,724,286,802,331,2022-09-28 14_17_32.853782-40438.jpg
170,320,255,263,338,290,637,294,722,288,807,332,2022-09-28 14_17_32.858373-40439.jpg
156,313,250,272,340,295,610,300,718,281,801,320,2022-09-28 14_17_32.863248-40440.jpg
151,330,247,281,343,295,626,292,720,282,805,335,2022-09-28 14_17_32.869194-40441.jpg
149,324,258,274,334,302,610,296,710,284,797,331,2022-09-28 14_17_32.874999-40442.jpg
168,311,260,276,357,294,625,299,722,282,798,333,2022-09-28 14_17_32.878446-40443.jpg
177,320,256,272,356,293,624,311,720,288,794,332,2022-09-28 14_17_32.881459-40444.jpg
181,306,262,273,337,298,623,299,707,285,805,335,2022-09-28 14_17_32.886658-40445.jpg
182,303,262,278,332,288,631,308,722,285,793,331,2022-09-28 14_17_32.892963-40446.jpg
178,315,266,269,329,289,639,306,715,290,798,331,2022-09-28 14_17_32.899372-40447.jpg
184,305,256,269,352,300,628,304,726,284,811,340,2022-09-28 14_17_32.908249-40448.jpg
177,318,263,283,344,295,626,308,713,284,796,331,2022-09-28 14_17_32.915000-40449.jpg
183,313,259,269,346,295,628,307,721,287,799,333,2022-09-28 14_17_32.920326-40450.jpg
175,314,266,273,358,296,632,303,716,291,803,336,2022-09-28 14_17_32.925607-40451.jpg
178,313,264,267,359,299,622,307,717,288,807,334,2022-09-28 14_17_32.930161-40452.jpg
177,314,258,273,354,294,628,308,716,289,798,333,2022-09-28 14_17_32.936419-40453.jpg
175,318,260,276,344,297,626,311,728,289,800,335,2022-09-28 14_17_32.942988-40454.jpg
177,321,270,278,350,297,640,307,723,300,800,340,2022-09-28 14_17_32.949342-40455.jpg
174,314,261,285,346,297,643,308,712,302,795,338,2022-09-28 14_17_32.955441-40456.jpg
171,323,270,270,351,305,638,309,736,294,809,343,2022-09-28 14_17_32.961671-40457.jpg
169,325,269,281,361,299,624,308,716,289,802,348,2022-09-28 14_17_32.967800-40458.jpg
179,322,263,279,342,305,621,313,717,295,803,341,2022-09-28 14_17_32.974338-40459.jpg
175,334,270,290,355,303,625,311,715,294,805,347,2022-09-28 14_17_32.980324-40460.jpg
169,330,273,270,336,296,627,306,729,291,806,346,2022-09-28 14_17_32.986492-40461.jpg
174,316,264,277,362,303,631,309,728,296,798,343,2022-09-28 14_17_32.993180-40462.jpg
177,317,260,276,348,300,615,307,715,299,797,343,2022-09-28 14_17_32.999155-40463.jpg
170,327,258,279,339,299,611,313,719,299,800,348,2022-09-28 14_17_33.005692-40464.jpg
165,331,264,283,342,298,628,304,728,293,799,345,2022-09-28 14_17_33.011544-40465.jpg
178,322,273,275,349,302,633,309,726,294,798,339,2022-09-28 14_17_33.017871-40466.jpg
173,327,268,279,347,305,622,306,723,292,797,338,2022-09-28 14_17_33.024182-40467.jpg
182,322,269,279,348,298,617,315,721,289,797,340,2022-09-28 14_17_33.030316-40468.jpg
175,315,265,279,350,299,634,311,720,299,800,344,2022-09-28 14_17_33.036455-40469.jpg
173,326,261,279,337,296,645,304,719,296,799,344,2022-09-28 14_17_33.042919-40470.jpg
168,315,268,283,333,299,638,308,723,292,808,345,2022-09-28 14_17_33.049441-40471.jpg
171,324,264,283,347,299,631,310,737,293,800,349,2022-09-28 14_17_33.058641-40472.jpg
181,316,270,281,345,297,617,304,716,298,801,352,2022-09-28 14_17_33.065029-40473.jpg
176,329,262,285,350,300,622,312,721,298,798,348,2022-09-28 14_17_33.070760-40474.jpg
176,324,266,278,343,297,627,310,717,292,798,342,2022-09-28 14_17_33.075161-40475.jpg
180,320,269,284,338,307,606,315,723,301,799,342,2022-09-28 14_17_33.080337-40476.jpg
176,321,274,275,342,298,638,304,728,288,799,343,2022-09-28 14_17_33.086504-40477.jpg
174,321,264,281,339,295,623,314,726,283,807,347,2022-09-28 14_17_33.093185-40478.jpg
177,327,265,280,344,300,639,312,723,296,807,344,2022-09-28 14_17_33.099152-40479.jpg
170,324,277,278,349,297,636,314,721,297,804,343,2022-09-28 14_17_33.105767-40480.jpg
173,322,269,283,343,300,622,315,726,299,797,344,2022-09-28 14_17_33.111457-40481.jpg
180,322,272,274,343,296,626,318,713,301,803,347,2022-09-28 14_17_33.117877-40482.jpg
177,324,267,273,352,300,616,311,712,291,797,337,2022-09-28 14_17_33.124357-40483.jpg
177,319,264,270,350,302,621,311,710,295,795,345,2022-09-28 14_17_33.130279-40484.jpg
174,325,265,279,348,297,624,304,723,282,786,337,2022-09-28 14_17_33.136581-40485.jpg
169,329,268,279,349,300,635,312,721,294,801,345,2022-09-28 14_17_33.145848-40486.jpg
178,324,266,284,340,306,623,311,722,291,800,342,2022-09-28 14_17_33.153491-40487.jpg
181,315,263,281,350,311,643,318,721,286,803,337,2022-09-28 14_17_33.159385-40488.jpg
170,322,258,278,341,304,616,310,718,306,802,356,2022-09-28 14_17_33.164020-40489.jpg
171,321,265,278,352,301,617,318,730,292,808,345,2022-09-28 14_17_33.167995-40490.jpg
180,316,262,275,342,306,620,305,720,302,795,345,2022-09-28 14_17_33.174547-40491.jpg
173,333,269,275,362,311,627,308,720,302,800,347,2022-09-28 14_17_33.180372-40492.jpg
182,325,262,283,341,296,617,319,717,294,806,351,2022-09-28 14_17_33.186744-40493.jpg
173,328,277,275,347,300,629,311,723,294,809,350,2022-09-28 14_17_33.195582-40494.jpg
170,326,265,276,344,301,637,309,717,292,800,345,2022-09-28 14_17_33.203423-40495.jpg
172,328,266,282,338,302,624,309,714,295,802,353,2022-09-28 14_17_33.209392-40496.jpg
167,326,262,286,344,301,629,310,722,298,795,347,2022-09-28 14_17_33.215626-40497.jpg
163,317,249,271,351,292,630,294,713,279,795,322,2022-09-28 14_17_33.223296-40498.jpg
156,317,251,280,335,288,606,300,708,288,804,335,2022-09-28 14_17_33.228496-40499.jpg
161,321,256,277,354,298,614,293,720,298,796,334,2022-09-28 14_17_33.232940-40500.jpg
161,321,265,278,341,290,617,297,716,289,798,331,2022-09-28 14_17_33.236568-40501.jpg
155,322,250,271,335,297,617,295,712,288,802,335,2022-09-28 14_17_33.242793-40502.jpg
152,312,244,275,340,289,598,301,721,284,805,334,2022-09-28 14_17_33.249413-40503.jpg
161,312,253,278,345,293,616,301,714,276,794,333,2022-09-28 14_17_33.255899-40504.jpg
161,321,242,276,333,287,613,302,733,295,804,327,2022-09-28 14_17_33.261561-40505.jpg
163,317,241,279,335,294,624,298,709,287,796,328,2022-09-28 14_17_33.267850-40506.jpg
162,320,249,282,336,305,634,296,716,286,803,333,2022-09-28 14_17_33.274183-40507.jpg
158,320,247,282,323,294,614,300,727,289,807,332,2022-09-28 14_17_33.280231-40508.jpg
160,312,254,277,336,292,612,302,722,280,797,324,2022-09-28 14_17_33.286668-40509.jpg
149,309,249,276,349,290,607,296,716,274,808,330,2022-09-28 14_17_33.293300-40510.jpg
158,317,250,280,329,289,620,298,715,283,790,324,2022-09-28 14_17_33.299315-40511.jpg
156,306,244,278,328,291,618,293,718,285,800,322,2022-09-28 14_17_33.305638-40512.jpg
157,315,245,276,333,295,638,303,708,287,799,328,2022-09-28 14_17_33.314346-40513.jpg
164,312,254,270,350,294,595,299,714,286,803,337,2022-09-28 14_17_33.323710-40514.jpg
164,305,251,273,330,292,631,297,724,279,788,333,2022-09-28 14_17_33.329615-40515.jpg
165,310,254,275,340,285,614,295,722,285,802,329,2022-09-28 14_17_33.335265-40516.jpg
157,313,246,274,336,286,637,291,724,274,802,331,2022-09-28 14_17_33.341334-40517.jpg
155,319,257,266,333,292,637,294,719,285,805,332,2022-09-28 14_17_33.345725-40518.jpg
161,320,249,270,341,296,615,294,718,284,803,331,2022-09-28 14_17_33.349899-40519.jpg
163,317,255,275,336,291,617,293,709,287,793,334,2022-09-28 14_17_33.355774-40520.jpg
156,319,250,268,342,289,612,294,709,274,806,329,2022-09-28 14_17_33.361845-40521.jpg
161,312,256,273,342,295,603,294,713,279,800,329,2022-09-28 14_17_33.367874-40522.jpg
162,315,249,271,339,294,614,302,711,280,805,334,2022-09-28 14_17_33.374372-40523.jpg
162,324,252,271,348,296,620,298,712,276,795,342,2022-09-28 14_17_33.380354-40524.jpg
163,312,261,270,351,291,604,297,715,276,807,331,2022-09-28 14_17_33.386549-40525.jpg
159,322,255,273,349,288,604,297,710,280,791,332,2022-09-28 14_17_33.393545-40526.jpg
153,312,248,268,333,291,620,296,714,288,799,332,2022-09-28 14_17_33.399335-40527.jpg
161,313,250,275,334,295,627,305,719,278,798,329,2022-09-28 14_17_33.406090-40528.jpg
166,312,252,274,343,292,623,293,712,273,802,328,2022-09-28 14_17_33.411644-40529.jpg
161,310,258,275,348,294,608,290,711,279,800,331,2022-09-28 14_17_33.417831-40530.jpg
159,314,251,266,339,293,611,297,723,290,814,332,2022-09-28 14_17_33.424766-40531.jpg
158,318,256,272,330,295,613,299,713,277,804,333,2022-09-28 14_17_33.433606-40532.jpg
161,313,256,285,334,287,613,288,717,279,796,333,2022-09-28 14_17_33.441397-40533.jpg
155,309,234,266,331,292,611,295,716,283,806,334,2022-09-28 14_17_33.450439-40534.jpg
155,325,245,275,336,296,621,293,714,282,802,336,2022-09-28 14_17_33.458388-40535.jpg
161,321,251,278,330,293,631,296,711,280,798,329,2022-09-28 14_17_33.463961-40536.jpg
160,319,250,278,327,296,623,297,719,274,798,329,2022-09-28 14_17_33.468285-40537.jpg
155,312,257,278,330,296,616,299,713,280,801,335,2022-09-28 14_17_33.472100-40538.jpg
157,315,253,272,343,295,621,302,710,275,802,332,2022-09-28 14_17_33.475783-40539.jpg
165,312,254,274,342,293,616,297,713,278,811,333,2022-09-28 14_17_33.480475-40540.jpg
151,311,260,275,347,288,607,291,714,273,803,328,2022-09-28 14_17_33.486764-40541.jpg
167,311,257,275,341,297,627,296,713,280,778,323,2022-09-28 14_17_33.494684-40542.jpg
160,310,249,279,334,293,628,300,719,282,798,336,2022-09-28 14_17_33.501003-40543.jpg
172,321,258,266,375,287,631,300,717,282,809,344,2022-09-28 14_17_33.506584-40544.jpg
175,316,260,272,364,296,619,305,714,280,810,343,2022-09-28 14_17_33.511679-40545.jpg
170,320,266,268,352,295,633,299,717,286,801,336,2022-09-28 14_17_33.518028-40546.jpg
173,321,267,261,367,305,614,310,728,277,811,338,2022-09-28 14_17_33.524027-40547.jpg
182,309,264,280,340,300,631,311,716,287,803,333,2022-09-28 14_17_33.530518-40548.jpg
183,310,265,274,368,301,654,302,729,288,796,336,2022-09-28 14_17_33.536595-40549.jpg
164,319,252,273,357,300,621,315,719,293,810,344,2022-09-28 14_17_33.542840-40550.jpg
169,326,258,272,350,294,619,309,725,288,812,339,2022-09-28 14_17_33.549303-40551.jpg
168,323,263,269,351,302,627,300,734,280,803,334,2022-09-28 14_17_33.555298-40552.jpg
175,319,268,267,354,297,634,307,720,290,808,332,2022-09-28 14_17_33.561610-40553.jpg
177,324,274,272,344,294,631,309,724,293,812,343,2022-09-28 14_17_33.567857-40554.jpg
175,319,265,276,350,305,638,311,724,300,802,346,2022-09-28 14_17_33.574102-40555.jpg
178,318,263,279,354,305,627,313,718,296,815,344,2022-09-28 14_17_33.580436-40556.jpg
168,322,263,284,339,299,644,307,722,291,811,346,2022-09-28 14_17_33.589175-40557.jpg
175,323,258,278,344,306,630,308,736,288,808,343,2022-09-28 14_17_33.597757-40558.jpg
173,326,263,283,345,304,636,310,727,290,805,342,2022-09-28 14_17_33.603572-40559.jpg
270,291,315,299,392,311,631,314,723,295,807,337,2022-09-28 14_17_33.611383-40560.jpg
174,318,270,284,349,310,616,311,727,284,800,343,2022-09-28 14_17_33.619028-40561.jpg
176,314,266,278,354,297,620,316,718,289,805,337,2022-09-28 14_17_33.624668-40562.jpg
175,319,263,282,343,304,624,309,720,293,805,345,2022-09-28 14_17_33.629634-40563.jpg
178,323,348,304,367,309,634,307,729,293,808,347,2022-09-28 14_17_33.633847-40564.jpg
183,324,279,276,351,301,616,314,727,292,803,344,2022-09-28 14_17_33.637666-40565.jpg
172,322,269,270,350,304,632,301,721,295,805,341,2022-09-28 14_17_33.642849-40566.jpg
175,321,268,274,357,304,636,312,718,297,805,346,2022-09-28 14_17_33.649048-40567.jpg
176,321,273,283,350,303,625,315,715,308,809,346,2022-09-28 14_17_33.655374-40568.jpg
181,319,273,277,376,307,632,306,715,293,803,350,2022-09-28 14_17_33.661594-40569.jpg
170,330,263,285,350,305,625,316,721,281,801,336,2022-09-28 14_17_33.667880-40570.jpg
166,323,275,276,347,304,631,317,717,298,802,339,2022-09-28 14_17_33.674282-40571.jpg
184,326,283,274,368,298,626,301,717,289,807,350,2022-09-28 14_17_33.683236-40572.jpg
170,311,271,270,346,300,638,313,716,285,803,347,2022-09-28 14_17_33.690439-40573.jpg
176,317,264,282,350,301,627,309,715,301,806,347,2022-09-28 14_17_33.695881-40574.jpg
173,318,262,275,350,303,634,308,715,301,807,358,2022-09-28 14_17_33.700652-40575.jpg
176,325,272,271,356,305,617,317,722,296,804,340,2022-09-28 14_17_33.709169-40576.jpg
189,320,272,285,370,302,639,306,733,290,805,347,2022-09-28 14_17_33.717090-40577.jpg
183,312,273,274,349,305,633,314,722,294,801,352,2022-09-28 14_17_33.722658-40578.jpg
183,322,273,279,358,309,631,313,725,299,807,346,2022-09-28 14_17_33.727836-40579.jpg
170,319,264,283,347,313,630,312,720,289,810,347,2022-09-28 14_17_33.732452-40580.jpg
183,319,260,279,355,308,618,309,719,294,796,351,2022-09-28 14_17_33.736504-40581.jpg
164,330,272,273,347,305,617,309,726,294,806,357,2022-09-28 14_17_33.742891-40582.jpg
183,321,272,278,354,299,640,308,729,297,801,345,2022-09-28 14_17_33.749352-40583.jpg
176,322,262,275,350,302,625,311,725,295,802,355,2022-09-28 14_17_33.758005-40584.jpg
181,319,259,275,332,302,613,308,726,288,808,342,2022-09-28 14_17_33.765052-40585.jpg
175,317,262,273,342,305,620,317,719,295,811,348,2022-09-28 14_17_33.770886-40586.jpg
178,330,266,280,346,300,625,305,722,304,794,335,2022-09-28 14_17_33.775430-40587.jpg
176,326,280,293,356,307,639,312,730,296,808,351,2022-09-28 14_17_33.780238-40588.jpg
181,323,267,284,344,302,620,315,715,295,799,338,2022-09-28 14_17_33.786633-40589.jpg
170,327,268,271,344,308,634,310,731,303,812,348,2022-09-28 14_17_33.792746-40590.jpg
180,327,274,281,352,306,636,313,719,292,812,350,2022-09-28 14_17_33.799143-40591.jpg
176,317,266,279,356,305,627,308,716,295,795,341,2022-09-28 14_17_33.805388-40592.jpg
182,324,269,271,340,305,646,302,716,291,806,352,2022-09-28 14_17_33.811588-40593.jpg
165,325,277,279,364,307,623,308,715,298,794,345,2022-09-28 14_17_33.818030-40594.jpg
176,320,278,275,349,297,629,309,722,302,796,353,2022-09-28 14_17_33.824117-40595.jpg
169,317,266,280,352,305,630,312,705,300,809,348,2022-09-28 14_17_33.830362-40596.jpg
178,323,237,279,344,303,624,319,718,288,798,342,2022-09-28 14_17_33.836752-40597.jpg
157,314,253,269,344,287,622,289,720,274,808,331,2022-09-28 14_17_33.842875-40598.jpg
160,314,250,258,353,288,623,295,722,275,809,338,2022-09-28 14_17_33.849077-40599.jpg
158,332,256,269,348,286,617,294,721,274,814,335,2022-09-28 14_17_33.857357-40600.jpg
151,319,245,271,321,291,644,296,717,278,799,332,2022-09-28 14_17_33.863585-40601.jpg
161,312,249,272,343,298,624,302,712,276,810,335,2022-09-28 14_17_33.869051-40602.jpg
157,323,260,275,348,287,620,301,719,276,801,328,2022-09-28 14_17_33.874206-40603.jpg
163,307,247,263,335,291,636,291,715,279,814,337,2022-09-28 14_17_33.880213-40604.jpg
165,309,252,265,341,306,633,307,722,284,806,325,2022-09-28 14_17_33.886576-40605.jpg
159,319,269,276,343,288,606,299,716,281,798,328,2022-09-28 14_17_33.892890-40606.jpg
168,310,257,262,348,295,614,299,717,293,792,332,2022-09-28 14_17_33.899127-40607.jpg
157,311,264,275,344,298,602,299,716,275,796,335,2022-09-28 14_17_33.905435-40608.jpg
167,307,247,274,329,295,629,299,706,287,812,338,2022-09-28 14_17_33.911641-40609.jpg
160,308,263,264,334,285,633,294,727,286,792,334,2022-09-28 14_17_33.917879-40610.jpg
158,313,252,278,351,297,631,298,721,296,808,338,2022-09-28 14_17_33.924198-40611.jpg
156,317,255,280,336,297,616,299,712,275,804,334,2022-09-28 14_17_33.930415-40612.jpg
158,321,255,281,344,292,614,301,725,277,798,330,2022-09-28 14_17_33.936641-40613.jpg
153,318,250,269,336,299,624,293,720,276,799,328,2022-09-28 14_17_33.942827-40614.jpg
164,306,251,265,356,296,616,292,712,277,800,332,2022-09-28 14_17_33.949130-40615.jpg
